track_name,artist_name,artist_genres
TKN (feat. Travis Scott),ROSALÍA,latin
شيراتون,Marwan Moussa,"egyptian hip hop, arabic hip hop, egyptian pop, mahraganat"
Where Are You?,Elvis Drew,dark r&b
Cornelia Street - Live From Paris,Taylor Swift,"country, pop, indie, folk"
Daisies,Katy Perry,pop
party 4 u,Charli xcx,"hyperpop, art pop"
Go Crazy,Chris Brown,r&b
Stuck with U (with Justin Bieber),Ariana Grande,pop
Up All Night,Jon Pardi,"country, acoustic country"
Not You Too (feat. Chris Brown),Drake,rap
Be Kind (with Halsey),Marshmello,edm
Chicago Freestyle (feat. Giveon),Drake,rap
Put Your Records On,Ritt Momney,bedroom pop
Bloody Nose,The Used,"emo, screamo, post-hardcore, pop punk"
TRRST,IC3PEAK,witch house
I'm God,Clams Casino,cloud rap
Endorphine,TheDoDo,german hip hop
Favorito,Camilo,"colombian pop, pop urbano"
Ocean Drive,Duke Dumont,house
I’m Ready (with Demi Lovato),Sam Smith,soft pop
The Adults Are Talking,The Strokes,"garage rock, indie rock, alternative rock"
Selfless,The Strokes,"garage rock, indie rock, alternative rock"
BALI,Rich Brian,indonesian hip hop
Toosie Slide,Drake,rap
Good In Bed,Dua Lipa,pop
Hallucinate,Dua Lipa,pop
Heartbreak Anniversary,GIVĒON,r&b
Levitating (feat. DaBaby),Dua Lipa,pop
Love Again,Dua Lipa,pop
Physical,Dua Lipa,pop
Pretty Please,Dua Lipa,pop
BELIEVE IT,PARTYNEXTDOOR,"dark r&b, r&b, trap soul"
Boys Will Be Boys,Dua Lipa,pop
Break My Heart,Dua Lipa,pop
Cool,Dua Lipa,pop
Don't Start Now,Dua Lipa,pop
Fever,Dua Lipa,pop
Future Nostalgia,Dua Lipa,pop
Departure,Alexey Omelchuk,soundtrack
Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
LSD,Omido,dark r&b
Star Wars Main Title & A Galaxy Divided,Kevin Kiner,soundtrack
Suicidal (feat. Juice WRLD) - Remix,YNW Melly,melodic rap
Ku's First Flight,Gareth Coker,soundtrack
Gold,Nu,organic house
La Difícil,Bad Bunny,"reggaeton, trap latino, urbano latino, latin"
Safaera,Bad Bunny,"reggaeton, trap latino, urbano latino, latin"
Water Witch,The Secret Sisters,"southern gothic, americana"
The Other Side (from Trolls World Tour),SZA,r&b
My Name is Dark - Art Mix,Grimes,art pop
ON (Feat. Sia),BTS,k-pop
Outlaw,Gary O'Slide,southern gothic
Violence - Original Mix,Grimes,art pop
潮流,Yutaka Yamada,anime
英雄,Yutaka Yamada,anime
Borderline,Tame Impala,"neo-psychedelic, indie"
Miracle,BAMBARA,"post-punk, noise rock"
One More Hour,Tame Impala,"neo-psychedelic, indie"
Intentions (feat. Quavo),Justin Bieber,"pop, contemporary r&b"
LAST FOUR WORDS,BEXEY,emo rap
No Time To Die,Billie Eilish,"alternative pop, electropop, dark pop"
Jedi: Fallen Order Main Theme,Samuel Kim,anime
Fuck The World (Summer in London),Brent Faiyaz,r&b
Invincible,Pop Smoke,"brooklyn drill, new york drill, drill"
Texas Sun,Khruangbin,neo-psychedelic
Sleepless,Dutch Melrose,dark r&b
Blueberry Faygo,Lil Mosey,melodic rap
Only The Young - Featured in Miss Americana,Taylor Swift,"country, pop, indie, folk"
Everytime You Leave,Sonya Belousova,"soundtrack, medieval"
Geralt of Rivia,Sonya Belousova,"soundtrack, medieval"
Round of Applause,Sonya Belousova,"soundtrack, medieval"
that way,Tate McRae,pop
Toss A Coin To Your Witcher,Sonya Belousova,"soundtrack, medieval"
Winchester,Gary O'Slide,southern gothic
Godzilla (feat. Juice WRLD),Eminem,"rap, hip hop"
Me Gusta,Shakira,latin pop
"Peaceful Waters (From The Elder Scrolls III: Morrowind Original"")""",Collosia,lo-fi
Start of Something New - Nini Version,Olivia Rodrigo,"pop rock, alternative pop, pop punk"
Life Is Good (feat. Drake),Future,rap
Out of the Old,Olivia Rodrigo,"pop rock, alternative pop, pop punk"
All I Want,Olivia Rodrigo,"pop rock, alternative pop, pop punk"
"Breaking Free - Nini, Ricky & E.J. Version",Olivia Rodrigo,"pop rock, alternative pop, pop punk"
Wondering,Olivia Rodrigo,"pop rock, alternative pop, pop punk"
Just for a Moment,Olivia Rodrigo,"pop rock, alternative pop, pop punk"
What I've Been Looking For - Nini & E.J. Version,Olivia Rodrigo,"pop rock, alternative pop, pop punk"
Absence of Gravity,Audio Dope,lo-fi house
Yummy,Justin Bieber,"pop, contemporary r&b"
"Just for a Moment - From High School Musical: The Musical: The Series""""",Olivia Rodrigo,"pop rock, alternative pop, pop punk"
Play It Again,Luke Bryan,"country, acoustic country"
1917,Thomas Newman,soundtrack
Stay A Little Longer,Brothers Osborne,"country, country rock"
Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,"rap, melodic rap, trap"
Come Back to Us,Thomas Newman,soundtrack
Don't It,Billy Currington,"country, acoustic country"
moment,Vierre Cloud,breakcore
Finale,John Williams,soundtrack
Falling,Harry Styles,"pop rock, soft rock, synthpop"
Fine Line,Harry Styles,"pop rock, soft rock, synthpop"
"Friedrich Dances with Jo - from Little Women"" Soundtrack""",Alexandre Desplat,soundtrack
Lights Up,Harry Styles,"pop rock, soft rock, synthpop"
"Little Women - from Little Women"" Soundtrack""",Alexandre Desplat,soundtrack
"Young Love - from Little Women"" Soundtrack""",Alexandre Desplat,soundtrack
"Plumfield - from Little Women"" Soundtrack""",Alexandre Desplat,soundtrack
She,Harry Styles,"pop rock, soft rock, synthpop"
Adore You,Harry Styles,"pop rock, soft rock, synthpop"
Canyon Moon,Harry Styles,"pop rock, soft rock, synthpop"
Cherry,Harry Styles,"pop rock, soft rock, synthpop"
God's Country,Blake Shelton,country
Golden,Harry Styles,"pop rock, soft rock, synthpop"
"Jo Writes - from Little Women"" Soundtrack""",Alexandre Desplat,soundtrack
"Laurie and Jo on the Hill - from Little Women"" Soundtrack""",Alexandre Desplat,soundtrack
"Sunflower, Vol. 6",Harry Styles,"pop rock, soft rock, synthpop"
"The Beach - from Little Women"" Soundtrack""",Alexandre Desplat,soundtrack
To Be So Lonely,Harry Styles,"pop rock, soft rock, synthpop"
Treat People With Kindness,Harry Styles,"pop rock, soft rock, synthpop"
Watermelon Sugar,Harry Styles,"pop rock, soft rock, synthpop"
Giorno's Theme,Friedrich Habetler,anime
High Fashion (feat. Mustard),Roddy Ricch,melodic rap
Ivar Travels the Silk Road,Trevor Morris,"medieval, soundtrack"
Start Wit Me (feat. Gunna),Roddy Ricch,melodic rap
The Box,Roddy Ricch,melodic rap
pretty kitten,Dua Saleh,alternative r&b
AirplaneMode,BONES,"cloud rap, emo rap, horrorcore, trap metal, underground hip hop"
"All I Want - From High School Musical: The Musical: The Series""""",Olivia Rodrigo,"pop rock, alternative pop, pop punk"
Before You Go,Lewis Capaldi,soft pop
walk away as the door slams - acoustic,Lil Peep,"emo rap, cloud rap"
Live Forever,Lil Peep,"emo rap, cloud rap"
When I Lie,Lil Peep,"emo rap, cloud rap"
Kiss This,Aaron Tippin,"classic country, country, traditional country"
Amarillo By Morning,George Strait,"country, classic country, traditional country, honky tonk"
AQUAFINA (feat. Rich The Kid),Lil Peep,"emo rap, cloud rap"
Belgium,Lil Peep,"emo rap, cloud rap"
Dirt On My Boots,Jon Pardi,"country, acoustic country"
ghost boy,Lil Peep,"emo rap, cloud rap"
Can I Call You Tonight?,Dayglow,indie rock
everything i wanted,Billie Eilish,"alternative pop, electropop, dark pop"
"Wondering - From High School Musical: The Musical: The Series""""",Olivia Rodrigo,"pop rock, alternative pop, pop punk"
The Mandalorian,Ludwig Göransson,soundtrack
fallen alien,FKA twigs,"art pop, alternative r&b"
cellophane,FKA twigs,"art pop, alternative r&b"
mary magdalene,FKA twigs,"art pop, alternative r&b"
Somewhere On A Beach,Dierks Bentley,country
"I Think I Kinda, You Know - Duet",Olivia Rodrigo,"pop rock, alternative pop, pop punk"
X,Nicky Jam,"reggaeton, latin"
Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande,pop
Moving On,Lil Peep,"emo rap, cloud rap"
Cry,Cigarettes After Sex,dream pop
Follow God,Kanye West,rap
Naked,James Arthur,soft pop
Falling Like The Stars,James Arthur,soft pop
Sin Pijama,Becky G,"reggaeton, latin"
So Hot You're Hurting My Feelings,Caroline Polachek,art pop
Car's Outside,James Arthur,soft pop
Body,Summer Walker,r&b
HIGHEST IN THE ROOM,Travis Scott,rap
Under The Influence,Chris Brown,r&b
Defeated Clown,Hildur Guðnadóttir,"drone, neoclassical"
Bathroom Dance,Hildur Guðnadóttir,"drone, neoclassical"
Penny Taken to the Hospital,Hildur Guðnadóttir,"drone, neoclassical"
Meeting Bruce Wayne,Hildur Guðnadóttir,"drone, neoclassical"
Darling,D-Block Europe,"grime, uk drill"
Bury My Bones,Whiskey Myers,"red dirt, texas country, southern rock, outlaw country, country, country rock"
Ballad of a Thin Man,Richard Hawley,singer-songwriter
"Crazy Story, Pt. 3",King Von,"chicago drill, drill"
1999,Charli xcx,"hyperpop, art pop"
Blame It on Your Love (feat. Lizzo),Charli xcx,"hyperpop, art pop"
Mary On A Cross,Ghost,"metal, hard rock"
Circles,Post Malone,"pop, hip hop, country"
Die For Me (feat. Future & Halsey),Post Malone,"pop, hip hop, country"
Enemies (feat. DaBaby),Post Malone,"pop, hip hop, country"
A Thousand Bad Times,Post Malone,"pop, hip hop, country"
Allergic,Post Malone,"pop, hip hop, country"
bad idea!,girl in red,bedroom pop
Goodbyes (feat. Young Thug),Post Malone,"pop, hip hop, country"
Hollywood's Bleeding,Post Malone,"pop, hip hop, country"
I Know,Post Malone,"pop, hip hop, country"
I'm Gonna Be,Post Malone,"pop, hip hop, country"
Internet,Post Malone,"pop, hip hop, country"
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,"pop, hip hop, country"
Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,"pop, hip hop, country"
Wow.,Post Malone,"pop, hip hop, country"
Saint-Tropez,Post Malone,"pop, hip hop, country"
Staring At The Sun (feat. SZA),Post Malone,"pop, hip hop, country"
Myself,Post Malone,"pop, hip hop, country"
On The Road (feat. Meek Mill & Lil Baby),Post Malone,"pop, hip hop, country"
Bartender,Lana Del Rey,"alternative pop, indie pop"
California,Lana Del Rey,"alternative pop, indie pop"
love nwantiti (ah ah ah),CKay,"afrobeats, afrobeat, afro r&b, afropop"
Cinnamon Girl,Lana Del Rey,"alternative pop, indie pop"
Doin' Time,Lana Del Rey,"alternative pop, indie pop"
Happiness is a butterfly,Lana Del Rey,"alternative pop, indie pop"
hope is a dangerous thing for a woman like me to have - but I have it,Lana Del Rey,"alternative pop, indie pop"
Ransom,Lil Tecca,"melodic rap, rap"
Sitting with Thoughts,Salami Rose Joe Louis,bedroom pop
The Next Best American Record,Lana Del Rey,"alternative pop, indie pop"
Venice Bitch,Lana Del Rey,"alternative pop, indie pop"
Not Enough,Elvis Drew,dark r&b
Rise up Dead Man (Instrumental),Port Sulphur Band,southern gothic
Paper Rings,Taylor Swift,"country, pop, indie, folk"
Soon You’ll Get Better (feat. The Chicks),Taylor Swift,"country, pop, indie, folk"
London Boy,Taylor Swift,"country, pop, indie, folk"
Lover,Taylor Swift,"country, pop, indie, folk"
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,"country, pop, indie, folk"
Miss Americana & The Heartbreak Prince,Taylor Swift,"country, pop, indie, folk"
Afterglow,Taylor Swift,"country, pop, indie, folk"
All Of The Girls You Loved Before,Taylor Swift,"country, pop, indie, folk"
Cornelia Street,Taylor Swift,"country, pop, indie, folk"
Cruel Summer,Taylor Swift,"country, pop, indie, folk"
Daylight,Taylor Swift,"country, pop, indie, folk"
Death By A Thousand Cuts,Taylor Swift,"country, pop, indie, folk"
False God,Taylor Swift,"country, pop, indie, folk"
The Archer,Taylor Swift,"country, pop, indie, folk"
The Man,Taylor Swift,"country, pop, indie, folk"
I Forgot That You Existed,Taylor Swift,"country, pop, indie, folk"
I Think He Knows,Taylor Swift,"country, pop, indie, folk"
In Da Club,50 Cent,"east coast hip hop, old school hip hop"
It’s Nice To Have A Friend,Taylor Swift,"country, pop, indie, folk"
You Need To Calm Down,Taylor Swift,"country, pop, indie, folk"
STONE WORLD,加藤達也,"anime, soundtrack"
Post Malone (feat. RANI),Sam Feldt,tropical house
Slide Away,Miley Cyrus,"country pop, rock, hip hop, experimental"
Cross You Out (feat. Sky Ferreira),Charli xcx,"hyperpop, art pop"
The London (feat. J. Cole & Travis Scott),Young Thug,"rap, melodic rap, trap"
Season Of The Witch,Lana Del Rey,"alternative pop, indie pop"
Mother Forgot,Tora,indie soul
boyfriend (with Social House),Ariana Grande,pop
Sofia,Clairo,bedroom pop
Dior,Pop Smoke,"brooklyn drill, new york drill, drill"
Kryptonite,3 Doors Down,post-grunge
Mrs Magic,Strawberry Guy,bedroom pop
Exhale,Sabrina Carpenter,pop
How Do You Sleep?,Sam Smith,soft pop
Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,soft pop
Cruel World,Willie Nelson,"outlaw country, classic country, country, traditional country, honky tonk"
Beautiful People (feat. Khalid),Ed Sheeran,soft pop
Mountain Banjo,Rhiannon Giddens,"folk, americana, southern gothic, bluegrass"
Mountain Hymn,Rhiannon Giddens,"folk, americana, southern gothic, bluegrass"
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,soft pop
Unshaken,D'Angelo,neo soul
Remember,Hans Zimmer,soundtrack
Far From Home Suite Home,Michael Giacchino,soundtrack
No Guidance (feat. Drake),Chris Brown,r&b
Money In The Grave (Drake ft. Rick Ross),Drake,rap
Hardcore High,Juju,german hip hop
Lit (feat. A$AP Ferg),Octavian,"grime, uk grime, afroswing"
Disco,Surf Curse,indie
SOS (feat. Aloe Blacc),Avicii,edm
Mother's Daughter,Miley Cyrus,"country pop, rock, hip hop, experimental"
YKWIM?,Yot Club,bedroom pop
Good Omens Opening Title,David Arnold,soundtrack
Brianna and Roger Theme,Bear McCreary,"celtic, soundtrack"
Cattitude (feat. RuPaul),Miley Cyrus,"country pop, rock, hip hop, experimental"
Sarcoma,Killstation,"emo rap, trap metal, cloud rap, horrorcore"
Under the Bridge,Project North,uk grime
The Night King,Ramin Djawadi,soundtrack
Rescue Me,OneRepublic,soft pop
Someone You Loved,Lewis Capaldi,soft pop
Bruises,Lewis Capaldi,soft pop
Forever,Lewis Capaldi,soft pop
Grace,Lewis Capaldi,soft pop
Hold Me While You Wait,Lewis Capaldi,soft pop
Heart To Heart,Mac DeMarco,"indie, lo-fi indie"
I Don't Care (with Justin Bieber),Ed Sheeran,soft pop
Tom's Diner,Suzanne Vega,singer-songwriter
Mine,Slayyyter,hyperpop
Maiden Voyage - Original Game Soundtrack,Sea of Thieves,sea shanties
When I Lie (Remix) (feat. Ty Dolla $ign),Lil Peep,"emo rap, cloud rap"
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,"edm, progressive house, electronica"
lowkey,NIKI,indonesian r&b
Too Much,Kelsey Lu,"alternative r&b, art pop"
Atlantic,Kelsey Lu,"alternative r&b, art pop"
Poor Fake,Kelsey Lu,"alternative r&b, art pop"
Pushin Against the Wind,Kelsey Lu,"alternative r&b, art pop"
Rebel,Kelsey Lu,"alternative r&b, art pop"
Sick Of You,DNMO,drum and bass
I'm Not In Love,Kelsey Lu,"alternative r&b, art pop"
Why Knock For You,Kelsey Lu,"alternative r&b, art pop"
Days Gone,Nathan Whitehead,soundtrack
Due West,Kelsey Lu,"alternative r&b, art pop"
Foreign Car,Kelsey Lu,"alternative r&b, art pop"
Boy With Luv (feat. Halsey),BTS,k-pop
Numb,Men I Trust,"bedroom pop, indie pop"
Keisha & Becky - Remix,Russ Millions,"uk drill, drill, grime, uk grime"
Andromeda,Weyes Blood,"art pop, baroque pop"
Crazy Girl - Single Version,Eli Young Band,"country, texas country, red dirt, acoustic country"
listen before i go,Billie Eilish,"alternative pop, electropop, dark pop"
my strange addiction,Billie Eilish,"alternative pop, electropop, dark pop"
!!!!!!!,Billie Eilish,"alternative pop, electropop, dark pop"
8,Billie Eilish,"alternative pop, electropop, dark pop"
all the good girls go to hell,Billie Eilish,"alternative pop, electropop, dark pop"
bad guy,Billie Eilish,"alternative pop, electropop, dark pop"
bury a friend,Billie Eilish,"alternative pop, electropop, dark pop"
goodbye,Billie Eilish,"alternative pop, electropop, dark pop"
i love you,Billie Eilish,"alternative pop, electropop, dark pop"
ilomilo,Billie Eilish,"alternative pop, electropop, dark pop"
when the party's over,Billie Eilish,"alternative pop, electropop, dark pop"
wish you were gay,Billie Eilish,"alternative pop, electropop, dark pop"
xanny,Billie Eilish,"alternative pop, electropop, dark pop"
you should see me in a crown,Billie Eilish,"alternative pop, electropop, dark pop"
The Rising of the Shield Hero,Kevin Penkin,"anime, soundtrack"
Resonance of Church,Kevin Penkin,"anime, soundtrack"
Kansas,Kevin Penkin,"anime, soundtrack"
Campbell 1-1,Kevin Penkin,"anime, soundtrack"
Cartwheel,Kevin Penkin,"anime, soundtrack"
Daddy,Lafawndah,art pop
Dead of Night,Orville Peck,alt country
Are You Bored Yet? (feat. Clairo),Wallows,indie
Remember When,Wallows,indie
Borderlands 2 - This Ain't No Place For No Hero ( Short Change Hero) - Main Theme,Geek Music,anime
Next,Shaker,"dark r&b, trap soul"
"Superman March - From ""Superman"" / Live at Walt Disney Concert Hall, Los Angeles / 2019",John Williams,soundtrack
The Bones,Maren Morris,country
Robbery,Juice WRLD,"melodic rap, emo rap"
Western Canyon,Gary O'Slide,southern gothic
I,Lil Skies,melodic rap
Apex Legends: Main Theme,Stephen Barton,soundtrack
Night Drive,hxnry,dark r&b
Richard Millie Plain,Gunna,melodic rap
Speed It Up,Gunna,melodic rap
Simple,Florida Georgia Line,"country, pop country, acoustic country"
The Day That Wasn’t,Jeff Russo,soundtrack
The Umbrella Academy,Jeff Russo,soundtrack
Dancing With A Stranger (With Normani) - Acoustic,Sam Smith,soft pop
Homecoming,Jeff Russo,soundtrack
Klaus,Jeff Russo,soundtrack
Lethal,Project North,uk grime
make up,Ariana Grande,pop
NASA,Ariana Grande,pop
needy,Ariana Grande,pop
Opening Night,Jessica Pratt,ambient folk
"thank u, next",Ariana Grande,pop
imagine,Ariana Grande,pop
in my head,Ariana Grande,pop
fake smile,Ariana Grande,pop
ghostin,Ariana Grande,pop
7 rings,Ariana Grande,pop
As the World Turns,Jessica Pratt,ambient folk
bad idea,Ariana Grande,pop
bloodline,Ariana Grande,pop
"break up with your girlfriend, i'm bored",Ariana Grande,pop
The House of the Rising Sun,The Animals,classic rock
Third Date,John Powell,soundtrack
Once There Were Dragons,John Powell,soundtrack
Despacito,Luis Fonsi,latin
Échame La Culpa,Luis Fonsi,latin
MIDDLE CHILD,J. Cole,rap
Help with the Russians,Tyler Bates,soundtrack
a dream is a wish your heart makes,Christina Perri,soft pop
a dream is a wish your heart makes (sing-a-long),Christina Perri,soft pop
a thousand years (lullaby),Christina Perri,soft pop
a thousand years (lullaby) [sing-a-long],Christina Perri,soft pop
remember me,Christina Perri,soft pop
remember me (sing-a-long),Christina Perri,soft pop
stay awake,Christina Perri,soft pop
stay awake (sing-a-long),Christina Perri,soft pop
you are my sunshine,Christina Perri,soft pop
you are my sunshine (sing-a-long),Christina Perri,soft pop
you mean the whole wide world to me,Christina Perri,soft pop
you mean the whole wide world to me (sing-a-long),Christina Perri,soft pop
you've got a friend in me,Christina Perri,soft pop
